movie_title;director_name;num_critic_for_reviews;duration;actor_1_name;actor_2_name;num_voted_users;facenumber_in_poster;num_user_for_reviews;language;country;content_rating;budget;title_year;imdb_score
Cat on a Hot Tin Roof;Richard Brooks;70;108;Burl Ives;Judith Anderson;33741;0;141;English;USA;Approved;3000000;1958;8.1
Howard the Duck;Willard Huyck;81;110;Lea Thompson;Jeffrey Jones;33669;1;269;English;USA;PG;35000000;1986;4.6
Ladyhawke;Richard Donner;52;121;Matthew Broderick;John Wood;33597;2;185;English;USA;PG-13;20000000;1985;7.0
Superman IV: The Quest for Peace;Sidney J. Furie;94;134;Jim Broadbent;Margot Kidder;33570;6;259;English;UK;PG;17000000;1987;3.6
Hustle & Flow;Craig Brewer;159;116;Isaac Hayes;Paula Jai Parker;33567;1;206;English;USA;R;8000000;2005;7.4
The Joneses;Derrick Borte;144;96;Demi Moore;Gary Cole;33473;4;88;English;USA;R;5000000;2009;6.5
Central Intelligence;Rawson Marshall Thurber;177;107;Dwayne Johnson;Thomas Kretschmann;33354;2;110;English;USA;PG-13;50000000;2016;6.6
Sleeper;Woody Allen;66;89;Woody Allen;John Beck;33335;0;128;English;USA;PG;2000000;1973;7.3
Saving Silverman;Dennis Dugan;97;96;Amanda Detmer;Neil Diamond;33287;1;201;English;USA;PG-13;22000000;2001;5.9
Baby's Day Out;Patrick Read Johnson;22;99;Joe Mantegna;Lara Flynn Boyle;33186;1;78;English;USA;PG;50000000;1994;5.9
Scooby-Doo 2: Monsters Unleashed;Raja Gosnell;94;93;Sarah Michelle Gellar;Linda Cardellini;33180;0;149;English;USA;PG;80000000;2004;4.9
This Is It;Kenny Ortega;136;111;Misha Gabriel Hamilton;Mekia Cox;33158;0;223;English;USA;PG;60000000;2009;7.3
On the Road;Walter Salles;252;137;Kristen Stewart;Viggo Mortensen;33107;4;128;English;France;R;25000000;2012;6.1
All About Steve;Phil Traill;128;99;Bradley Cooper;Katy Mixon;33088;3;143;English;USA;PG-13;15000000;2009;4.8
Gridiron Gang;Phil Joanou;85;125;Dwayne Johnson;Jurnee Smollett-Bell;33067;1;134;English;USA;PG-13;30000000;2006;6.9
G-Force;Hoyt Yeatman;145;88;Kelli Garner;Piper Mackenzie Harris;33042;0;90;English;USA;PG;150000000;2009;5.1
Monte Carlo;Thomas Bezucha;94;109;Leighton Meester;Luke Bracey;32951;3;44;English;Hungary;PG;20000000;2011;5.8
North Country;Niki Caro;155;126;Jeremy Renner;Charlize Theron;32815;4;214;English;USA;R;35000000;2005;7.3
Southland Tales;Richard Kelly;173;160;Janeane Garofalo;Curtis Armstrong;32671;6;238;English;France;R;17000000;2006;5.5
Triple 9;John Hillcoat;214;;Kate Winslet;Norman Reedus;32567;3;106;English;USA;R;20000000;2016;6.3
The River Wild;Curtis Hanson;42;111;Meryl Streep;Glenn Morshower;32544;1;69;English;USA;PG-13;45000000;1994;6.3
Deadfall;Stefan Ruzowitzky;162;95;Charlie Hunnam;Olivia Wilde;32512;1;86;English;USA;R;12000000;2012;6.3
Eddie the Eagle;Dexter Fletcher;216;106;Hugh Jackman;Taron Egerton;32507;3;119;English;UK;PG-13;23000000;2016;7.5
In & Out;Frank Oz;83;90;Tom Selleck;Wilford Brimley;32416;0;138;English;USA;PG-13;35000000;1997;6.3
In the Bedroom;Todd Field;179;138;Tom Wilkinson;Sissy Spacek;32415;1;510;English;USA;R;1700000;2001;7.5
Happy Feet 2;George Miller;156;100;Robin Williams;Brad Pitt;32399;0;79;English;Australia;PG;135000000;2011;5.9
Kill the Messenger;Michael Cuesta;163;112;Jeremy Renner;Paz Vega;32382;1;99;English;USA;R;5000000;2014;7.0
Beneath the Planet of the Apes;Ted Post;78;95;Linda Harrison;Gregory Sierra;32378;0;150;English;USA;G;3000000;1970;6.1
Radio;Michael Tollin;74;109;Alfre Woodard;Riley Smith;32370;1;196;English;USA;PG;35000000;2003;6.9
Spun;Jonas Åkerlund;92;106;Patrick Fugit;Nicholas Gonzalez;32357;0;199;English;USA;R;2000000;2002;6.8
The Horse Whisperer;Robert Redford;96;170;Scarlett Johansson;Kristin Scott Thomas;32353;0;263;English;USA;PG-13;60000000;1998;6.5
The Rocker;Peter Cattaneo;132;102;Emma Stone;Bradley Cooper;32311;4;104;English;USA;PG-13;15000000;2008;6.2
The Damned United;Tom Hooper;145;98;Stephen Graham;Mark Bazeley;32307;2;75;English;UK;R;10000000;2009;7.6
Money Train;Joseph Ruben;40;105;Vincent Pastore;Robert Blake;32224;1;62;English;USA;R;68000000;1995;5.6
License to Wed;Ken Kwapis;120;91;Robin Williams;Christine Taylor;32157;3;119;English;USA;PG-13;35000000;2007;5.3
Brick Mansions;Camille Delamarre;177;100;Paul Walker;Robert Maillet;32103;2;112;English;France;PG-13;28000000;2014;5.7
The Haunted Mansion;Rob Minkoff;122;88;Marsha Thomason;Rachael Harris;32049;0;179;English;USA;PG;90000000;2003;4.9
Coco Before Chanel;Anne Fontaine;165;111;Alessandro Nivola;Benoît Poelvoorde;32003;1;65;French;France;PG-13;19430000;2009;6.7
Diary of a Wimpy Kid;Thor Freudenthal;111;94;Chloë Grace Moretz;Zachary Gordon;32002;1;103;English;USA;PG;15000000;2010;6.2
Big Momma's House 2;John Whitesell;65;99;Chloë Grace Moretz;Nia Long;31968;0;82;English;USA;PG-13;40000000;2006;4.6
Friday the 13th Part III;Steve Miner;235;91;Richard Brooker;Dana Kimmell;31952;0;372;English;USA;R;4000000;1982;5.7
Tae Guk Gi: The Brotherhood of War;Je-kyu Kang;86;148;Min-sik Choi;Bin Won;31943;2;224;Korean;South Korea;R;12800000;2004;8.1
Whiteout;Dominic Sena;166;101;Tom Skerritt;Bashar Rahal;31918;1;142;English;USA;R;35000000;2009;5.5
Ouija;Stiles White;183;89;Lin Shaye;Shelley Hennig;31915;0;159;English;USA;PG-13;5000000;2014;4.4
Labor Day;Jason Reitman;217;111;J.K. Simmons;Kate Winslet;31898;1;111;English;USA;PG-13;18000000;2013;6.9
Severance;Christopher Smith;200;90;Danny Dyer;Toby Stephens;31890;0;194;English;UK;R;5000000;2006;6.6
Defendor;Peter Stebbings;78;95;Michael Kelly;Tony Nappo;31836;0;90;English;Canada;R;3500000;2009;6.8
The First Wives Club;Hugh Wilson;50;103;Stockard Channing;Elizabeth Berkley;31817;3;117;English;USA;PG;26000000;1996;6.2
The Curse of the Jade Scorpion;Woody Allen;116;103;Woody Allen;Elizabeth Berkley;31798;0;178;English;USA;PG-13;26000000;2001;6.8
Paranormal Activity: The Marked Ones;Christopher Landon;220;101;Richard Cabral;Gloria Sandoval;31791;0;155;English;USA;R;5000000;2014;5.0
Dragonfly;Tom Shadyac;117;104;Joe Morton;Susanna Thompson;31788;0;243;English;USA;PG-13;60000000;2002;6.1
Hannah Montana: The Movie;Peter Chelsom;131;102;Emily Osment;Vanessa Williams;31760;2;140;English;USA;G;30000000;2009;4.2
Midnight in the Garden of Good and Evil;Clint Eastwood;91;155;Kevin Spacey;Bob Gunton;31751;2;216;English;USA;R;30000000;1997;6.6
Alvin and the Chipmunks: The Squeakquel;Betty Thomas;107;88;Amy Poehler;Bridgit Mendler;31649;0;98;English;USA;PG;75000000;2009;4.5
Meet Dave;Brian Robbins;127;90;Marc Blucas;Mike O'Malley;31640;1;109;English;USA;PG;60000000;2008;4.9
Anomalisa;Duke Johnson;328;90;Jennifer Jason Leigh;Tom Noonan;31489;0;140;English;USA;R;8000000;2015;7.3
A Hard Day's Night;Richard Lester;105;87;Paul McCartney;Ringo Starr;31429;1;219;English;UK;Approved;560000;1964;7.7
In the Land of Blood and Honey;Angelina Jolie Pitt;110;127;Jelena Jovanova;Nikola Djuricko;31414;0;180;Bosnian;USA;R;13000000;2011;4.3
Child's Play 2;John Lafia;59;72;Jenny Agutter;Beth Grant;31371;0;166;English;USA;R;13000000;1990;5.7
Midnight Special;Jeff Nichols;263;112;Kirsten Dunst;Sam Shepard;31359;0;156;English;Greece;PG-13;18000000;2016;6.7
Endless Love;Shana Feste;98;104;Alex Pettyfer;Bruce Greenwood;31323;0;76;English;USA;PG-13;20000000;2014;6.3
Hollywood Homicide;Ron Shelton;132;116;Harrison Ford;Bruce Greenwood;31293;2;254;English;USA;PG-13;75000000;2003;5.3
Porky's;Bob Clark;75;94;Art Hindle;Susan Clark;31260;0;152;English;Canada;R;4000000;1981;6.2
Summer of Sam;Spike Lee;85;142;Mira Sorvino;Jennifer Esposito;31227;0;354;English;USA;R;;1999;
The Tale of Despereaux;Sam Fell;118;93;Emma Watson;Matthew Broderick;31209;0;106;English;UK;G;60000000;2008;6.1
Old Dogs;Walt Becker;124;88;Robin Williams;Bernie Mac;31191;2;120;English;USA;PG;35000000;2009;5.4
Small Time Crooks;Woody Allen;128;94;Woody Allen;Jon Lovitz;31169;0;192;English;USA;PG;18000000;2000;6.7
Me and You and Everyone We Know;Miranda July;151;91;Najarra Townsend;Brad William Henke;31130;0;243;English;USA;R;2000000;2005;7.4
Basic Instinct 2;Michael Caton-Jones;159;116;Charlotte Rampling;Indira Varma;31124;1;313;English;UK;R;70000000;2006;4.2
Reindeer Games;John Frankenheimer;126;124;Charlize Theron;James Frain;31113;0;212;English;USA;R;34000000;2000;5.7
Tusk;Kevin Smith;254;102;Johnny Depp;Haley Joel Osment;31089;0;261;English;USA;R;3000000;2014;5.4
Anna and the King;Andy Tennant;91;148;Bai Ling;Geoffrey Palmer;31080;2;217;English;USA;PG-13;75000000;1999;6.7
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask;Woody Allen;50;88;Woody Allen;John Carradine;31077;5;78;English;USA;R;2000000;1972;6.8
Frenzy;Alfred Hitchcock;110;;Bernard Cribbins;Jean Marsh;30982;0;199;English;UK;R;2000000;1972;7.5
Raising Helen;Garry Marshall;93;119;Amber Valletta;Felicity Huffman;30890;1;106;English;USA;PG-13;50000000;2004;6.0
A Thousand Words;Brian Robbins;70;91;John Gatins;Lou Saliba;30842;8;93;English;USA;PG-13;40000000;2012;5.9
Jaws: The Revenge;Joseph Sargent;80;92;Judith Barsi;Mario Van Peebles;30840;0;383;English;USA;PG-13;23000000;1987;2.8
After.Life;Agnieszka Wojtowicz-Vosloo;138;104;Liam Neeson;Josh Charles;30836;1;137;English;USA;R;4500000;2009;5.9
Black Knight;Gil Junger;46;95;Tom Wilkinson;Marsha Thomason;30771;1;164;English;USA;PG-13;50000000;2001;4.8
Freddy's Dead: The Final Nightmare;Rachel Talalay;91;93;Johnny Depp;Tom Arnold;30765;0;252;English;USA;R;8500000;1991;4.9
Detroit Rock City;Adam Rifkin;42;95;Natasha Lyonne;Lin Shaye;30682;0;194;English;USA;R;15000000;1999;6.8
Enough;Michael Apted;98;115;Bill Cobbs;Jeff Kober;30667;1;234;English;USA;PG-13;38000000;2002;5.6
Dumb and Dumberer: When Harry Met Lloyd;Troy Miller;85;85;Elden Henson;Mimi Rogers;30651;0;267;English;USA;PG-13;19000000;2003;3.4
Confidence;James Foley;119;97;Louis Lombardi;Brian Van Holt;30643;3;144;English;USA;R;15000000;2003;6.7
BloodRayne;Uwe Boll;143;92;Meat Loaf;Udo Kier;30628;2;471;English;USA;R;25000000;2005;2.9
Hamlet;Kenneth Branagh;85;150;Julie Christie;Brian Blessed;30618;0;224;English;UK;PG-13;18000000;1996;7.8
The Devil Inside;William Brent Bell;225;83;Fernanda Andrade;Claudiu Trandafir;30570;0;290;English;USA;R;1000000;2012;4.2
The Divide;Xavier Gens;174;122;Michael Biehn;Lauren German;30511;4;226;English;Germany;R;3000000;2011;5.8
The Lunchbox;Ritesh Batra;195;104;Nawazuddin Siddiqui;Nimrat Kaur;30479;2;162;Hindi;India;PG;1000000;2013;7.8
Maria Full of Grace;Joshua Marston;155;101;Catalina Sandino Moreno;Wilson Guerrero;30474;0;172;Spanish;Colombia;R;3000000;2004;7.5
Aquamarine;Elizabeth Allen Rosenbaum;66;104;Tammin Sursok;Joanna 'JoJo' Levesque;30462;3;150;English;USA;PG;12000000;2006;5.3
Batman: The Dark Knight Returns  Part 2;Jay Oliva;44;148;Michael Emerson;Mark Valley;30434;0;55;English;USA;PG-13;3500000;2013;8.4
Orgazmo;Trey Parker;59;92;Trey Parker;Dian Bachar;30396;0;168;English;USA;NC-17;1000000;1997;6.2
The Guilt Trip;Anne Fletcher;147;95;Miriam Margolyes;Tom Virtue;30394;1;103;English;USA;PG-13;40000000;2012;5.8
Hearts in Atlantis;Scott Hicks;135;101;Anthony Hopkins;Mika Boorem;30339;1;268;English;USA;PG-13;31000000;2001;6.9
While We're Young;Noah Baumbach;270;97;Naomi Watts;Maria Dizzia;30325;2;96;English;USA;R;10000000;2014;6.3
The Believer;Henry Bean;84;98;Ryan Gosling;Theresa Russell;30314;0;159;English;USA;R;1500000;2001;7.2
Promised Land;Gus Van Sant;242;106;Matt Damon;Hal Holbrook;30284;1;102;English;USA;R;15000000;2012;6.6
Kicking & Screaming;Jesse Dylan;94;95;Josh Hutcherson;Will Ferrell;30255;1;118;English;USA;PG;45000000;2005;5.6
Mr. Holland's Opus;Stephen Herek;42;143;Alicia Witt;Olympia Dukakis;30230;1;154;English;USA;PG;6500000;1995;7.3
Maggie;Henry Hobson;256;95;Joely Richardson;J.D. Evermore;30219;2;200;English;USA;PG-13;8500000;2015;5.6
Red Sonja;Richard Fleischer;59;89;Ernie Reyes Jr.;Brigitte Nielsen;30215;1;95;English;Netherlands;PG-13;17900000;1985;5.0
Sea of Love;Harold Becker;43;113;Al Pacino;Michael O'Neill;30213;1;112;English;USA;R;19000000;1989;6.8
The Protector;Prachya Pinkaew;112;111;Jon Foo;Nathan Jones;30210;0;214;Thai;Thailand;R;200000000;2005;7.1
The House of the Devil;Ti West;238;95;Lena Dunham;Greta Gerwig;30160;0;193;English;USA;R;900000;2009;6.4
Nurse Betty;Neil LaBute;156;110;Morgan Freeman;Pruitt Taylor Vince;30119;4;263;English;Germany;R;24000000;2000;6.3
Spider;David Cronenberg;157;98;Miranda Richardson;John Neville;30096;0;213;English;Canada;R;8000000;2002;6.8
Chasing Liberty;Andy Cadiff;65;101;Annabella Sciorra;Stark Sands;30092;0;129;English;USA;PG-13;23000000;2004;6.1
Everyone Says I Love You;Woody Allen;69;101;Natasha Lyonne;Gaby Hoffmann;30083;0;140;English;USA;R;20000000;1996;6.8
High Crimes;Carl Franklin;114;115;Morgan Freeman;Adam Scott;30077;1;175;English;USA;PG-13;42000000;2002;6.3
Bringing Down the House;Adam Shankman;121;105;Angus T. Jones;Kimberly J. Brown;30058;2;236;English;USA;PG-13;33000000;2003;5.5
The Ant Bully;John A. Davis;105;88;Nicolas Cage;Meryl Streep;30055;1;70;English;USA;PG;50000000;2006;5.9
Wild Target;Jonathan Lynn;68;98;Rupert Grint;Rupert Everett;29994;4;86;English;UK;PG-13;8000000;2010;6.9
Ravenous;Antonia Bird;131;101;Jeremy Davies;Jeffrey Jones;29990;0;316;English;Czech Republic;R;12000000;1999;7.1
The Spy Next Door;Brian Levant;97;94;Madeline Carroll;Amber Valletta;29971;4;71;English;USA;PG;28000000;2010;5.4
Mickey Blue Eyes;Kelly Makin;90;102;Jeanne Tripplehorn;Burt Young;29968;1;117;English;UK;PG-13;40000000;1999;5.8
Cyrus;Jay Duplass;223;91;Matt Walsh;Tim Guinee;29967;2;126;English;USA;R;7000000;2010;6.3
Creepshow;George A. Romero;127;130;Ted Danson;Hal Holbrook;29932;0;211;English;USA;R;8000000;1982;6.9
Krampus;Michael Dougherty;198;98;Adam Scott;Conchata Ferrell;29867;0;181;English;USA;PG-13;15000000;2015;6.2
The Medallion;Gordon Chan;98;108;Julian Sands;Lee Evans;29861;1;132;English;Hong Kong;PG-13;41000000;2003;5.2
Rumble in the Bronx;Stanley Tong;62;89;Françoise Yip;Anita Mui;29843;1;81;Cantonese;Hong Kong;R;7500000;1995;6.7
Fiddler on the Roof;Norman Jewison;66;181;Topol;Paul Michael Glaser;29839;0;150;English;USA;G;9000000;1971;8.0
Alexander and the Terrible  Horrible  No Good  Very Bad Day;Miguel Arteta;119;81;Bella Thorne;Steve Carell;29738;6;85;English;USA;PG;28000000;2014;6.2
The Merchant of Venice;Michael Radford;117;131;Al Pacino;Mackenzie Crook;29715;3;161;English;USA;R;18000000;2004;7.1
Undercover Brother;Malcolm D. Lee;81;86;Dave Chappelle;Eddie Griffin;29661;3;179;English;USA;PG-13;25000000;2002;5.8
Birth;Jonathan Glazer;167;100;Cameron Bright;Anne Heche;29649;1;361;English;USA;R;20000000;2004;6.1
Halloween 4: The Return of Michael Myers;Dwight H. Little;144;88;Donald Pleasence;Kathleen Kinmont;29629;0;374;English;USA;R;5000000;1988;5.9
Spy Hard;Rick Friedberg;27;81;Hulk Hogan;Barry Bostwick;29621;2;76;English;USA;PG-13;18000000;1996;5.3
Two Lovers;James Gray;190;110;Isabella Rossellini;Vinessa Shaw;29613;0;98;English;USA;R;12000000;2008;7.1
The Messenger;Oren Moverman;217;105;Steve Buscemi;Yaya DaCosta;29608;0;92;English;USA;R;6500000;2009;7.2
The Baader Meinhof Complex;Uli Edel;160;184;Moritz Bleibtreu;Alexandra Maria Lara;29602;2;110;German;Germany;R;20000000;2008;7.4
9½ Weeks;Adrian Lyne;38;112;David Margulies;Karen Young;29591;0;118;English;USA;R;17000000;1986;5.9
Did You Hear About the Morgans?;Marc Lawrence;133;103;Michael Kelly;Kim Shaw;29523;2;121;English;USA;PG-13;58000000;2009;4.7
The To Do List;Maggie Carey;97;104;Donald Glover;Alia Shawkat;29517;7;79;English;USA;R;1500000;2013;5.8
Friday the 13th: The Final Chapter;Joseph Zito;166;97;Judie Aronson;Tom Everett;29488;0;326;English;USA;R;1800000;1984;5.9
Mean Machine;Barry Skolnick;54;99;Jason Statham;Jason Flemyng;29463;1;84;English;UK;R;2500000;2001;6.5
Wasabi;Gérard Krawczyk;40;94;Carole Bouquet;Ryôko Hirosue;29392;1;91;French;France;R;15300000;2001;6.6
Bullets Over Broadway;Woody Allen;67;98;Jim Broadbent;Chazz Palminteri;29385;4;86;English;USA;R;20000000;1994;7.5
Wish I Was Here;Zach Braff;149;106;Jim Parsons;Josh Gad;29341;4;93;English;USA;R;6000000;2014;6.7
It's a Mad  Mad  Mad  Mad World;Stanley Kramer;61;197;Jonathan Winters;Sid Caesar;29323;0;344;English;USA;Approved;9400000;1963;7.6
Hit and Run;David Palmer;176;100;Bradley Cooper;Tom Arnold;29322;5;104;English;USA;R;2000000;2012;6.1
The Last Legion;Doug Lefler;90;102;Colin Firth;Nonso Anozie;29285;0;174;English;UK;PG-13;35000000;2007;5.4
The Fifth Estate;Bill Condon;224;128;Benedict Cumberbatch;Peter Capaldi;29282;1;105;English;USA;R;28000000;2013;6.2
Evita;Alan Parker;76;135;Andrea Corr;Jimmy Nail;29205;1;194;English;USA;PG;55000000;1996;6.3
The Roommate;Christian E. Christiansen;138;91;Leighton Meester;Danneel Ackles;29147;1;115;English;USA;PG-13;16000000;2011;4.8
Igby Goes Down;Burr Steers;136;99;Kieran Culkin;Rory Culkin;29058;1;238;English;USA;R;9000000;2002;7.0
Big Fat Liar;Shawn Levy;69;88;Frankie Muniz;Donald Faison;29008;1;99;English;USA;PG;15000000;2002;5.4
Book of Shadows: Blair Witch 2;Joe Berlinger;160;90;Kim Director;Erica Leerhsen;28964;0;457;English;USA;R;15000000;2000;4.0
Central Station;Walter Salles;71;113;Fernanda Montenegro;Matheus Nachtergaele;28951;0;257;Portuguese;Brazil;R;2900000;1998;8.0
Message in a Bottle;Luis Mandoki;85;131;Robin Wright;John Savage;28942;0;223;English;USA;PG-13;55000000;1999;6.1
Shattered Glass;Billy Ray;129;99;Hayden Christensen;Rosario Dawson;28855;0;190;English;USA;PG-13;6000000;2003;7.2
Bandidas;Joachim Rønning;58;93;Salma Hayek;Sam Shepard;28848;2;76;English;France;PG-13;32000000;2006;5.7
Green Room;Jeremy Saulnier;322;95;Alia Shawkat;Mark Webber;28845;0;125;English;USA;R;5000000;2015;7.1
Red Tails;Anthony Hemingway;144;125;David Oyelowo;Nate Parker;28807;0;273;English;USA;PG-13;58000000;2012;5.9
The New Guy;Ed Decter;49;92;Zooey Deschanel;Eddie Griffin;28805;1;159;English;USA;PG-13;13000000;2002;5.9
Double Impact;Sheldon Lettich;40;110;Bolo Yeung;Alonna Shaw;28736;2;72;English;USA;R;15000000;1991;5.5
The Cooler;Wayne Kramer;157;101;Estella Warren;Paul Sorvino;28714;1;215;English;USA;R;3200000;2003;7.0
Drumline;Charles Stone III;64;118;Leonard Roberts;Nick Cannon;28649;0;185;English;USA;PG-13;20000000;2002;5.7
Exorcist: The Beginning;Renny Harlin;167;125;James D'Arcy;Alan Ford;28635;0;308;English;USA;R;50000000;2004;5.1
Seed of Chucky;Don Mancini;148;88;Jason Flemyng;Billy Boyd;28632;0;214;English;Romania;R;12000000;2004;4.9
The Cold Light of Day;Mabrouk El Mechri;119;93;Henry Cavill;Bruce Willis;28629;3;113;English;USA;PG-13;20000000;2012;4.9
Ride Along 2;Tim Story;119;102;Olivia Munn;Nadine Velazquez;28621;0;58;English;USA;PG-13;40000000;2016;5.9
Victor Frankenstein;Paul McGuigan;159;110;Daniel Radcliffe;Spencer Wilding;28618;2;91;English;USA;PG-13;40000000;2015;6.0
The Cave;Bruce Hunt;140;93;Eddie Cibrian;Cole Hauser;28606;0;262;English;USA;PG-13;30000000;2005;5.1
Halloween III: Season of the Witch;Tommy Lee Wallace;162;98;Tom Atkins;Dan O'Herlihy;28589;0;532;English;USA;R;2500000;1982;4.6
Femme Fatale;Brian De Palma;149;114;Peter Coyote;Gregg Henry;28584;1;232;English;France;R;35000000;2002;6.3
Admission;Paul Weitz;150;107;Tina Fey;Sarita Choudhury;28573;2;87;English;USA;PG-13;13000000;2013;5.7
Choke;Clark Gregg;159;92;Anjelica Huston;Matt Gerald;28573;0;72;English;USA;R;3000000;2008;6.5
The Last Days on Mars;Ruairi Robinson;120;98;Romola Garai;Olivia Williams;28570;0;160;English;UK;R;7000000;2013;5.5
The Shipping News;Lasse Hallström;119;111;Kevin Spacey;Scott Glenn;28542;3;208;English;USA;R;35000000;2001;6.8
The Lazarus Effect;David Gelb;152;83;Olivia Wilde;Mark Duplass;28513;0;126;English;USA;PG-13;3300000;2015;5.2
The Killer Inside Me;Michael Winterbottom;225;109;Liam Aiken;Ned Beatty;28483;0;176;English;USA;R;13000000;2010;6.1
The Gunman;Pierre Morel;224;115;Ray Winstone;Mark Rylance;28429;0;110;English;USA;R;40000000;2015;5.8
Spice World;Bob Spiers;33;93;Jason Flemyng;Richard Briers;28377;1;261;English;UK;PG;25000000;1997;3.3
The Little Prince;Mark Osborne;119;108;Jeff Bridges;James Franco;28276;1;64;English;France;PG;81200000;2015;7.8
Alex Cross;Rob Cohen;211;101;Cicely Tyson;Chad Lindberg;28257;0;151;English;USA;PG-13;35000000;2012;5.1
Silverado;Lawrence Kasdan;46;133;Scott Glenn;Todd Allen;28247;4;149;English;USA;PG-13;26000000;1985;7.2
I Love You  Beth Cooper;Chris Columbus;107;102;Alan Ruck;Marie Avgeropoulos;28209;1;80;English;Canada;PG-13;18000000;2009;5.3
Hot Tub Time Machine 2;Steve Pink;107;99;Adam Scott;Gillian Jacobs;28159;4;96;English;USA;R;14000000;2015;5.1
The Four Feathers;Shekhar Kapur;105;125;Djimon Hounsou;Lucy Gordon;28130;2;215;English;UK;PG-13;35000000;2002;6.5
Nim's Island;Jennifer Flackett;139;96;Gerard Butler;Anthony Simcoe;28109;3;110;English;USA;PG;37000000;2008;6.0
Captain Corelli's Mandolin;John Madden;96;131;Christian Bale;Irene Papas;28099;2;220;English;UK;R;57000000;2001;5.9
Find Me Guilty;Sidney Lumet;94;125;Peter Dinklage;Vin Diesel;28068;2;108;English;Germany;R;13000000;2006;7.1
Neighbors 2: Sorority Rising;Nicholas Stoller;177;92;Chloë Grace Moretz;Ike Barinholtz;28041;0;111;English;USA;R;35000000;2016;6.0
Man of the Year;Barry Levinson;111;115;Robin Williams;Tina Fey;28005;1;236;English;USA;PG-13;20000000;2006;6.2
The Peanuts Movie;Steve Martino;208;88;Francesca Capaldi;Venus Schultheis;27918;0;155;English;USA;G;99000000;2015;7.2
Children of Heaven;Majid Majidi;46;89;Bahare Seddiqi;Amir Farrokh Hashemian;27882;0;130;Persian;Iran;PG;180000;1997;8.5
The Railway Man;Jonathan Teplitzky;186;116;Jeremy Irvine;Colin Firth;27882;2;119;English;Australia;R;18000000;2013;7.1
The Lawnmower Man;Brett Leonard;48;140;Jeff Fahey;Austin O'Brien;27800;0;96;English;UK;R;10000000;1992;5.4
In the Land of Women;Jon Kasdan;81;97;Kristen Stewart;Elena Anaya;27689;0;74;English;USA;PG-13;10000000;2007;6.5
Prom Night;Nelson McCormick;146;89;Ming-Na Wen;Scott Porter;27664;0;260;English;USA;PG-13;20000000;2008;3.9
Leatherheads;George Clooney;186;114;Robert Baker;Malcolm Goodwin;27664;8;120;English;USA;PG-13;58000000;2008;6.0
The Phantom;Simon Wincer;60;100;Cary-Hiroyuki Tagawa;Treat Williams;27648;0;148;English;Australia;PG;45000000;1996;4.9
Bananas;Woody Allen;40;82;Woody Allen;Charlotte Rae;27646;3;105;English;USA;GP;2000000;1971;7.1
Blow Out;Brian De Palma;120;107;Nancy Allen;Dennis Franz;27629;0;149;English;USA;R;18000000;1981;7.4
Exit Wounds;Andrzej Bartkowiak;107;101;Michael Jai White;Bill Duke;27580;0;232;English;USA;R;33000000;2001;5.5
The Lizzie McGuire Movie;Jim Fall;66;94;Clayton Snyder;Adam Lamberg;27580;1;172;English;USA;PG;17000000;2003;5.3
Lage Raho Munna Bhai;Rajkumar Hirani;15;144;Vidya Balan;Sanjay Dutt;27569;0;106;Hindi;India;PG-13;120000000;2006;8.2
Christmas with the Kranks;Joe Roth;105;99;Jamie Lee Curtis;Cheech Marin;27548;1;209;English;USA;PG;60000000;2004;5.2
Fantasia 2000;James Algar;;74;Quincy Jones;Penn Jillette;27543;0;186;English;USA;G;80000000;1999;7.3
The Way of the Gun;Christopher McQuarrie;117;119;Kristin Lehman;Nicky Katt;27536;4;327;English;USA;R;8500000;2000;6.7
Next Friday;Steve Carr;55;98;John Witherspoon;Mike Epps;27492;1;84;English;USA;R;9500000;2000;6.1
The Marine;John Bonito;78;92;Kelly Carlson;Firass Dirani;27486;1;284;English;USA;PG-13;20000000;2006;4.7
Dracula 2000;Patrick Lussier;122;99;Gerard Butler;Danny Masterson;27378;0;365;English;USA;R;28000000;2000;4.9
Get Carter;Stephen Kay;102;102;Sylvester Stallone;Miranda Richardson;27305;1;284;English;USA;R;40000000;2000;5.1
City Island;Raymond De Felitta;149;104;Ezra Miller;Curtiss Cook;27301;6;101;English;USA;PG-13;6000000;2009;7.4
Maniac;Franck Khalfoun;279;89;America Olivo;Nora Arnezeder;27297;0;131;English;France;Not Rated;6000000;2012;6.1
The Wackness;Jonathan Levine;147;99;Mary-Kate Olsen;Aaron Yoo;27266;2;75;English;USA;R;6000000;2008;7.0
Drop Dead Gorgeous;Michael Patrick Jann;77;97;Kirsten Dunst;Kirstie Alley;27265;0;321;English;Germany;PG-13;10000000;1999;6.5
The Innkeepers;Ti West;292;101;Lena Dunham;Jake Ryan;27260;0;247;English;USA;R;750000;2011;5.5
The Smurfs 2;Raja Gosnell;125;105;Jacob Tremblay;Nancy O'Dell;27257;3;59;English;USA;PG;105000000;2013;5.4
The Boy Next Door;Rob Cohen;149;91;Ryan Guzman;Hill Harper;27198;1;131;English;USA;R;4000000;2015;4.6
Instinct;Jon Turteltaub;100;126;Anthony Hopkins;Maura Tierney;27191;1;232;English;USA;R;;1999;6.5
Peggy Sue Got Married;Francis Ford Coppola;44;103;Nicolas Cage;Kathleen Turner;27149;0;96;English;USA;PG-13;18000000;1986;6.3
